"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/05/14","10101","10121","10207","10516","10534","10750","10740","10765","10862","10975","10817","10925","10804","10360","10014","9935","10024","9754","9281","9595","9078","9151","8866","9106","9098","9864","9276","9219","9105","8874","8436","8109","8523","8258","8325","10205","9385","8363","7766","7526","8166","9471","10346","10429","11295","11039","11580","11922","467861","2025/05/15 15:30:11"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/05/14","59000","59000","59000","59000","59000","59000","59000","59000","59000","58000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","58000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","59000","58000","59000","2829000","2025/05/15 15:30:11"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/05/14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/05/15 15:30:11"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/05/15","51600","51200","51600","51200","51600","51200","51600","51200","51600","51600","51200","51600","48800","41200","34000","32000","31200","31200","31200","30800","31200","30800","31200","31600","31600","31600","31600","34000","41600","45200","46800","48000","50000","50400","50400","50400","50400","50400","50400","50400","50400","50400","50400","50400","50400","50400","50800","51200","2140000","2025/05/16 15:31:07"
"4009330482","東京","鹿島発電所","単独","その他","2025/05/15","40000","41000","40000","41000","40000","41000","40000","41000","40000","40000","40000","41000","40000","41000","40000","41000","40000","40000","40000","40000","40000","41000","40000","41000","40000","41000","40000","41000","40000","41000","40000","41000","40000","41000","40000","41000","41000","40000","40000","41000","40000","41000","40000","41000","41000","40000","40000","41000","1941000","2025/05/16 15:31:07"
"42136","中部","四日市霞発電所","単独","その他","2025/05/15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/05/16 15:31:07"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/05/15","89670","89413","89486","88785","88839","89144","90211","89691","89738","89496","89194","89414","90216","89938","89749","89545","89611","89675","88579","88768","87214","83576","77384","71740","70720","68602","67069","68604","69905","75963","83139","86877","89346","89875","89514","88940","89017","89955","89824","89572","89643","89829","89257","88919","89748","89633","89433","89736","4132196","2025/05/16 15:31:07"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/05/15","12740","13356","13588","12623","12065","11774","12619","12454","11733","11611","11725","11388","11249","10743","10869","10496","11306","11326","10948","10851","10893","9953","9651","10808","10646","11439","11172","11076","11415","10897","11102","11342","11511","11119","10724","10245","9927","10087","10098","9741","9718","10098","10798","10184","10040","9612","10006","10596","530362","2025/05/16 15:31:07"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/05/15","60000","61000","62000","63000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","2987000","2025/05/16 15:31:07"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/05/15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/05/16 15:31:07"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/05/16","51200","51600","50800","51600","51200","51600","51200","51200","51600","51200","51600","51200","49200","42400","35200","32000","31600","31600","31200","31600","31200","31600","31200","31600","31600","31600","31200","34400","42000","45600","47200","50400","50400","50400","50400","50400","50400","51200","50800","50800","50800","50800","50800","50800","50400","50800","50800","50400","2150800","2025/05/17 15:30:03"
"4009330482","東京","鹿島発電所","単独","その他","2025/05/16","41000","40000","40000","41000","40000","41000","40000","41000","40000","41000","41000","40000","40000","41000","40000","41000","40000","40000","40000","41000","40000","41000","41000","40000","40000","41000","41000","40000","40000","41000","40000","41000","41000","40000","40000","41000","40000","41000","40000","41000","40000","41000","41000","40000","40000","41000","40000","41000","1943000","2025/05/17 15:30:03"
"42136","中部","四日市霞発電所","単独","その他","2025/05/16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/05/17 15:30:03"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/05/16","89366","89486","89079","89200","89891","89766","89375","89207","89128","89722","89378","89296","90042","89824","89637","89458","89426","89398","88814","88618","89285","89854","90059","89948","89726","90548","89838","89973","90724","90278","89912","89839","90204","90111","89401","89045","88740","89156","89759","89538","89231","88928","88561","88329","89044","88845","88670","88768","4294425","2025/05/17 15:30:03"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/05/16","10502","10795","10787","10478","10623","10784","10825","11083","10880","10562","10350","10030","9996","9863","10037","10531","10806","10534","10130","9815","10010","10045","9406","9703","9062","9382","9472","9331","9839","9680","9723","10084","10002","10347","10230","9433","9605","9549","9706","9833","9735","8924","8961","8807","8774","8817","8983","8726","475580","2025/05/17 15:30:03"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/05/16","63000","62000","62000","62000","63000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","2991000","2025/05/17 15:30:03"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/05/16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/05/17 15:30:03"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/05/17","50800","50400","51200","51200","51200","51200","51200","51200","51200","51600","51200","51200","51200","51200","51600","51200","51200","51600","51200","50800","50800","51200","51200","50800","51200","50800","51200","51200","50800","51200","51200","50800","51200","51200","51200","51600","51200","51200","51600","51200","51200","51600","51200","51600","51200","51200","51600","51200","2457200","2025/05/18 15:30:58"
"4009330482","東京","鹿島発電所","単独","その他","2025/05/17","40000","41000","40000","41000","40000","41000","40000","41000","40000","41000","41000","40000","40000","41000","40000","41000","41000","40000","41000","40000","40000","41000","40000","41000","40000","41000","41000","39000","38000","39000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","40000","41000","40000","41000","41000","41000","1946000","2025/05/18 15:30:58"
"42136","中部","四日市霞発電所","単独","その他","2025/05/17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/05/18 15:30:58"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/05/17","88441","88785","88571","88201","87964","88339","90052","89656","87972","88154","88292","88037","89181","88901","88632","88683","88604","89025","87858","87775","88288","89140","89055","88565","88639","89077","87947","87894","89104","89382","88802","88767","88572","88506","87601","87434","86682","87258","87565","86964","86794","86624","85281","85586","86198","86148","85796","85709","4224501","2025/05/18 15:30:58"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/05/17","8513","8738","9249","9387","9297","9466","9528","9943","9961","9448","7503","6342","5105","6044","6239","6253","7223","7485","7173","7813","7894","8285","8504","8385","8127","7397","7634","7733","8867","9030","8645","8046","8098","8316","8254","8457","8341","8386","7803","7736","7683","7855","7725","7445","7601","7465","7967","8189","386578","2025/05/18 15:30:58"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/05/17","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","63000","62000","62000","62000","63000","62000","62000","63000","2991000","2025/05/18 15:30:58"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/05/17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/05/18 15:30:58"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/05/18","51200","51600","51200","51200","51600","51200","51200","51200","51600","51200","48800","43600","35200","32400","32000","31600","32000","31600","32000","31600","31600","31600","31600","31600","31600","31200","31200","31600","31200","33600","42800","48000","49600","50800","51200","50800","51200","51200","51200","51200","51200","50800","51200","51200","51600","51200","51200","51200","2088400","2025/05/19 15:31:05"
"4009330482","東京","鹿島発電所","単独","その他","2025/05/18","40000","41000","41000","41000","40000","41000","40000","41000","40000","41000","40000","41000","41000","40000","40000","41000","40000","41000","40000","41000","40000","41000","40000","41000","40000","41000","41000","40000","40000","41000","40000","41000","40000","41000","40000","41000","41000","40000","40000","41000","40000","41000","40000","41000","40000","41000","41000","40000","1945000","2025/05/19 15:31:05"
"42136","中部","四日市霞発電所","単独","その他","2025/05/18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/05/19 15:31:05"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/05/18","85161","85270","84426","84578","84394","85568","85580","85237","84671","85369","85003","84779","85116","84747","84987","85280","86631","85744","84234","84500","84710","80958","74021","72025","71642","73616","78554","80554","84367","84569","85314","85565","85052","84517","84304","83802","83433","84959","85753","85341","85377","86189","85907","85718","86953","86943","86186","85861","4023465","2025/05/19 15:31:05"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/05/18","8440","8368","7754","7968","8092","8519","8565","8587","8495","8365","8726","8595","8288","8592","8451","8569","8152","7407","7428","8404","8323","7779","8011","7945","7002","6771","5913","6716","6433","6596","6988","7625","9054","8901","8908","8867","8443","7658","8106","7702","6964","7707","7530","7292","8277","8655","8618","8872","383421","2025/05/19 15:31:05"
